,transcription,title,start_time,end_time,url,total_time,total_words
66, uh how about a tiger instead I'm good at I'm a tiger oh so am i oh yeah Tigers don't say woof woof how do you know because Tigers are big cats yeah and I'm a cat Patti please can you teach us how to be Tigers okay Tigers creep very very slowly and then Tigers like to lick themselves clean but they're so full my dogs are happy take her hello children,the school fete,00:02:10.259,00:02:58.130,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.871,73
67, my goodness you're all Tigers and I'm teaching them to be proper Tigers Oh what do you little Tigers want to do next oh that's right we have to find George a dinosaur balloon let's get you all balloons hello Madame gazelle we'd like some balloons please certainly I've got lots of different ones gravan elephant balloon please here you are come on the kangaroo allow him please,the school fete,00:02:59.510,00:03:35.300,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.79,68
68, monkey please a perfect please oh yes I've got all those most important of all we need a dinosaur balloon for George oh dear I do not seem to have any dinosaur balloons oh my gosh I've got an idea could we have two of the long balloons please watch this everybody what is daddy pig doing with the balloons yeah can anyone guess what it is is it a,the school fete,00:03:37.040,00:04:14.960,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.92,70
69, kangaroo oh no it's a dream sure that's right a dinosaur daddy pig has made a balloon dinosaur oh I'm sure now the bouncy castle Peppa loves bouncing on the bouncy castle everyone loves bouncing on a bouncy,the school fete,00:04:15.370,00:04:39.710,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.34,38
70, I'm Peppa Pig this is my little brother this is pig mummy pig's birthday today is mummy pig's birthday daddy pig has made mummy pig breakfast in bed happy birthday mummy pig peppa and George have made mummy pig a birthday card happy birthday mummy oh what a lovely birthday surprise and there are more surprises to come enjoy your birthday breakfast take your time yummy quick we have to get,mummy pig's birthday,00:00:02.700,00:00:52.289,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,49.589,71
71, everything else ready daddy pig has made a birthday cake for mummy pig we've just got to put the candles on one two here I come mummy pig has finished her birthday breakfast mommy's coming oh no we're not ready yet ah who is it it's mummy can I come in no no is there something secret going on no nothing's going on but you can't come in oh I see mummy pig why don't you relax in the,mummy pig's birthday,00:00:52.649,00:01:27.720,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.071,79
72, sitting room that sounds nice well it is your birthday oh okay Peppa I think I know what the sitting room is he's a nice magazine Thank You Peppa can hear some pretty music Thank You Peppa we need the same number of candles as mummys age one two three oh dear we haven't got nearly enough candles daddy how old is mummy I'll whisper it in your,mummy pig's birthday,00:01:28.290,00:02:01.799,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,33.509,68
73, wow really old oh you know I think three candles will be fine mummy pig's birthday cake is ready we just have to put up the decorations in this sitting room hmm oh there you all are I was getting a little bored mummy would you have a nice walk in the car do I have any choice nope goodbye mummy have a lovely walk oh I'll call you when it's safe to come,mummy pig's birthday,00:02:05.040,00:02:39.549,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.509,74
74, back in I've forgotten what hard work birthdays were daddy pig peppa and George are decorating the city granny Pig and Grandpa pig have arrived for mummy pig's birthday happy birthday mummy pig aren't you coming inside oh I can't come in yet daddy pig peppa and George are doing secret things for my how lovely Oh see you later bye mummy would you like to come inside now,mummy pig's birthday,00:02:39.970,00:03:23.980,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,44.01,69
75, I'd love to close your eyes keep your eyes placed mummy 1 2 3 open your eyes what a lovely surprise blow the candles out and make a wish Mummy Mummy open your present can you guess what it is oh I've no idea open it and see it's a beautiful dress oh you're beautiful mommy now you just need somewhere nice to wear it what's,mummy pig's birthday,00:03:24.819,00:04:13.860,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,49.041,66
76, two tickets to the theater tonight thank you Oh mummy pig loves going to the theater and granny pig and I are going to babysit the little ones what a super birthday I'm the luckiest mummy in the whole world and most beautiful,mummy pig's birthday,00:04:15.810,00:04:36.780,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,20.97,43
77, I'm Peppa Pig this is my little brother this is mommy pig daddy the tooth fairy's pepper and George are having their favorite theme spaghetti what a lot of noise finished aah now we'll have a bit of quiet what's that it's a tooth waited mm-hm papa maybe you should look in the mirror is my tooth it's fallen out don't worry Peppa,the tooth fairy,00:00:02.700,00:01:09.030,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,66.33,63
78, it's just a milk tooth they're meant to fall out well I grabbed you what Bobby yes you will pepper it also means the Tooth Fairy will be paying you a visit tooth fairy yes the tooth fairy if you put the tooth under your pillow tonight the Tooth Fairy will come oh the Tooth Fairy will take the tooth and in its place she will leave a shiny coin oh oh but I'll grow up I want to be,the tooth fairy,00:01:09.900,00:01:44.659,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.759,80
79, a tooth fairy oh and what would you like to be when you grow up George Green sure yeah dinosaur quick George it's that time we do it to be super me before going to bed peppa and George brush their teeth back well what are you doing I brush you buy too so it's nice like three for the tooth fairy's cannot wait to get into bed pepper is putting her tooth under,the tooth fairy,00:01:44.869,00:02:20.450,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.581,74
80, the pillow for the Tooth Fairy good night peppa and George good night Bobby good night daddy good night my little piggies George I'm not going to sleep oh let's both stay awake all night and see the tooth fairy this Tooth Fairy is very late oh the Tooth Fairy is taking a long time to what is that tooth fairy huh Oh what is that noise is it the tooth fairy,the tooth fairy,00:02:20.959,00:03:08.870,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.911,72
81, George huh did you hear something aah Oh oh the noises George he was so tired he has fallen asleep George is not very good staying awake but I am I going to stay awake and see the tooth fairy I look good to see Oh Oh the Tooth Fairy has arrived Oh but pepper is asleep hello would you like this coin in return for your tooth oh what a nice clean tooth Thank You,the tooth fairy,00:03:10.099,00:03:57.810,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.711,76
82, good night Peppa George wake up it's what I wasn't asleep did the Tooth Fairy come no let's take a look under your pillow ah look pepper the Tooth Fairy has been and she's left you a coin you fell asleep didn't you well maybe I fell asleep just for a little bit Oh next time I will stay awake and I will see you tooth fairy,the tooth fairy,00:03:58.920,00:04:39.120,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,40.2,67
83, I'm Peppa Pig this is my little brother this is Bobby pig daddy the new car the day peppa and her family are going for a drive in their red car shall we have the roof down yes please pepper and George love car everybody ready ready then let's go I love uh-huh ha ha ha ha loves us too don't you oh dear the car is not sound very well,the new car,00:00:02.700,00:01:06.800,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,64.1,71
84, hmm what's wrong daddy hmm uh I don't know Oh let's take it to granddad dogs garage he can fix it that's a good idea mummy be granddad dog runs the garage he is very good at mending cars what oh dear daddy pig your car does not sound very well oh can you fix it please granddad dog yes but it will take all day oh oh we wanted,the new car,00:01:11.380,00:01:48.170,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.79,70
85, to go for a drive in our car what don't worry you can borrow this new car while I fix yours you rent that dog would you like the roof down oh yes please I'll just press this red button what a clever car what when you come back I'll have fixed your car Thank You granddad dog good bye bye bye bye good bye peppa and her family like the new blue car there's so many,the new car,00:01:48.710,00:02:24.770,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.06,77
86, buttons in this new car Oh what does the green button do daddy's let's see magic windows hey daddy make the magic windows go down what does the blue button do I don't know let's see I love this new car can we keep it no we can't keep it pepper we've only borrowed it for today Oh oh no I think it's going to rain yes I'll just put the roof up now which is,the new car,00:02:25.340,00:03:13.800,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,48.46,76
87, the button to close the roof silly me haha this must be the button the new car has squirted daddy pig with water this button oops not that one this button daddy pig has forgotten which button closes the roof I don't think this car likes me let's try to make one but now it's stopped raining oh can we open the roof oh yes which button was it the red one,the new car,00:03:14.250,00:04:01.410,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.16,72
88, and a dog has fixed the car your car is fixed Thank You granddad dog and keep the change thank you daddy pig good bye good bye bye bye bye ah it's good to get our old car back again I like the new car but I like our old car better and I think our old car likes us too don't you,the new car,00:04:08.520,00:04:39.250,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.73,63
89, I'm Peppa Pig this is my little brother this is Bobby big treasure hunts granny Pig and Grandpa pig are making a treasure hunt for peppa and George granny pig is drawing the treasure map grandpa pig is burying the treasure in a secret place in the garden Rumple pig have you finished peppa and George will be here soon oh no need to panic granny pig peppa and her,treasure hunt,00:00:02.700,00:00:48.149,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,45.449,70
90, family are here quick grandpa pig they're here Oh almost done Oh grandpa pig just finished in time hello my little ones grandpa pig pig oh hi thou me hot is Peppa George we've made you a treasure hunt somewhere in the garden is buried treasure Wow treasure oh where is it oh you have to look for it here's a treasure map for peppa and George could,treasure hunt,00:00:48.570,00:01:32.400,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,43.83,68
91, wear my pirate hat oh hi there captain George the map is a bit difficult daddy can you help of course Peppa I'm very good with maps yeah it is a bit difficult daddy pig you're holding the map upside down yes I thought as much it's easy the red cross shows where the treasure is but where in the garden of those two apple trees,treasure hunt,00:01:33.180,00:02:06.030,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.85,66
92, hmm I don't know would you like a clue yes please the first clue is in a bottle oh but where is the bottle oh I can see it pepper has found the first clue a message in a bottle look everyone here's the bottle well done Peppa let's see what the message says oh it's a message from a pirate honey do you meet the pirate's message,treasure hunt,00:02:07.650,00:02:42.210,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.56,68
93, hmm this pirate has very bad handwriting the Pirates handwriting is excellent no I can't make it out at all the pirate is clearly written follow the arrows follow George has found the second glue sticks in the shape of an arrow look they point this way peppa and George are following the arrows no George cheese Peppa has found the next clue a key well done Peppa oh now you,treasure hunt,00:02:44.520,00:03:20.430,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.91,71
94, just have to find the treasure chest that it unlocks but there aren't any more clues maybe you should take another look at the map look pepper the map has two apple trees on it there's an apple tree and here's an apple tree so the treasure must be here let's take a look oh dear it doesn't seem to be anything here hang on there is something here Wow treasure,treasure hunt,00:03:21.330,00:04:00.590,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,39.26,71
95, well done I've got the keys to open it wow I can't believe it gold coins they must be worth a fortune it's better than that they're not gold coins they are chocolate coins and there's a chocolate coin for everybody peppa and George love chocolate coins everyone loves chocolate coins granny grandpa this is the best treasure,treasure hunt,00:04:04.049,00:04:36.090,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.041,58
96, a big this is my little brother George this is big not very well mummy pig and Daddy pig have just made breakfast for peppa and George breakfast is ready huh Peppa has red spots on her face mommy I don't feel very well good oh dear Peppa you don't look very well don't worry I'll ring dr. brown bear dr. brown bear speaking Oh Peppa is not very well her face is covered in red spots hmm,not very well,00:00:02.449,00:00:57.620,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,55.171,78
97, put pepper to bed and I'll come straight round dr. brown bear has come to make pepper better hello Peppa how are you today I'm not very well stick your tongue out please hmm it's not anything serious peppers just got a rash oh bloody medicine the rash will clear up quickly but if you like I can give you just a little medicine yes please I'm afraid it doesn't taste very,not very well,00:00:59.100,00:01:31.770,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.67,72
98, nice open wide please yeah disgusting you are a brave little one for taking it so well Peppa must stay in bed I'll call back later to check that she's better oh can pepper have visitors oh yes she can have visitors the rash isn't catching goodbye goodbye dr. Brown burn okay can I get off now dr. brown bear says that you must stay in bed for a little bit pepper,not very well,00:01:32.430,00:02:03.689,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,31.259,72
99, oh but it's so boring dr. Brown bed did say you could have visitors visit me Suzy sheep is Peppa's best friend I'll ring Suzy sheeps mummy man hello mrs. Pig Oh may Peppa talk with Suzy please hello Suzy me hello Peppa I'm not very well I have red spots on my face that's a dr. bean yes dr. brown bear was here he said I wasn't very well and that I was very brave so are you really ill,not very well,00:02:04.549,00:02:42.629,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.08,81
100, yes yes it's not pretend I have to stay in bed dr. brown bear let me babysit that tasted really horrible I'm coming to see you I'm Willa where my nurse's outfit Suzy sheep has come to see Peppa Suzy is wearing her nurse's costume Danny dog Rebecca rabbit have come along - hello Peppa hello how do you feel I'm not very well Suzy I have to say pet what can we,not very well,00:02:43.800,00:03:21.810,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.01,73
101, do to make you better good you could get me some orange juice okay Peppa seems to be quite enjoying thank you Susie do you feel any better a little bit it daddy I'll ask my mummy if I could have some ice tree a Rebecca could you bring me some flowers the garden dr. brown bear is here to see if better is better ah good the nurse is already here how is,not very well,00:03:22.140,00:03:57.450,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.31,74
102, the patient uh I'm not a real nurse it's just pretend I see would you like me to take a look myself yes please I say no more red buts you're completely matter I'll die still a bit you how do you feel vicar should stand bed a little bit more hmm I fancy a game with this ball in the garden who wants to join me me me me oh,not very well,00:03:57.689,00:04:29.449,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,31.76,71
103, well I never a complete recovery,not very well,00:04:32.430,00:04:34.650,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,2.22,6
104, I'm Peppa Pig this is my little brother - whoops this is Bobby pig daddy heather and george are very excited today it is snowing outside Oh mummy can we go play in the snow yes but it's very cold outside so you must wrap up warm don't forget to wear your hats and scarves and gloves it is very cold outside peppa and George must wear their hats and scarves and gloves come on,snow,00:00:02.700,00:00:58.790,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,56.09,75
105, peppa and George are making footprints in the snow pepper and Jordan love making footprints in the snow oh dear it's not funny George let's play snowballs Peppa has made a snowball jojje are having a lot of fun George oh dear maybe this game is getting a little too rough oh sorry George George let's build a snow bat pepper in Georgia making a snowman first they make the,snow,00:01:01.460,00:02:40.370,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,98.91,70
106, body Oh George this is the snowman's body now will they make the snowman's head now he needs arms and eyes and a mouth George has found some sticks for the snowman's arms Peppa has found some stones for the snowman's eyes and mouth this is his face now the Snowman needs a Peppa has got a carrot to make the snowman's nose pop the Snowman looks very happy but maybe he is a bit cold,snow,00:02:40.700,00:03:24.260,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,43.56,76
107, the Snowman needs some clothes to keep it warm George has found some clothes to keep the Snowman nice and warm snowman is wearing his hat and scarf and gloves mommy daddy oh come and look mummy pig is wearing her hat and scarf and gloves oh that is the best snowman I have ever seen new daddy pig looks quite cold he isn't,snow,00:03:25.730,00:04:07.610,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,41.88,64
108, wearing his hat and scarf and gloves ah-choo daddy why aren't you wearing your hat and scarf and gloves I don't know where they are I can't find them anywhere oh I think I know where daddy's hat scarf and gloves are daddy pig's hat and scarf and gloves her on the Snowman,snow,00:04:08.210,00:04:29.630,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.42,53
109, I'm a big this is my little brother this is big and her family I'm going out for the day Peppa George today we're going to windy castle what's wiki castle daddy it's a castle for a very high hill George likes castles Oh windy castle sounds like a boring thing for boys no Peppa you'll love it there's a great view from the top of windy castle you,windy castle,00:00:02.700,00:00:43.079,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,40.379,69
110, can even see granny and Grandpa's house Wow let's go I'll map Reid and mummy pig will drive are you sure daddy pig when you map read we always get lost and you get grumpy we will not get lost and I will not get grumpy windy castle here we oh really there yet not quite oh would you like to play a game yes please oh let's play I spy okay I'll go first daddy pig has to,windy castle,00:00:43.649,00:01:21.960,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.311,79
111, secretly look at something and the others have to guess what it is I spy with my little eye something colored red oh that's red no it's not your dress we go that's right now a red car go I spy with my little eye something blue hmm George's blue shirt nope is it something in the car no give up yes the sky the blue sky I win daddy pig do you know where we are I know exactly where,windy castle,00:01:22.740,00:02:05.880,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,43.14,81
112, we are although this road doesn't look the same as it doesn't map Oh daddy pig we're we are not lost so how do we get to windy castle from here just give me a moment hmm I know we can ring granny and Grandpa there's no need to ring granny and Grandpa I'll get us the windy castle and it takes me all day we haven't got all day,windy castle,00:02:06.390,00:02:32.850,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.46,70
113, hello grandpa pig speaking grandpa pig we've got a bit lost on the way to windy oh he's daddy pig doing the map reading yes daddy pig is doing the map reading and he's a bit grumpy at the moment I'm not grumpy oh this is the best route they keep on the main road until you see windy castle up ahead Thank You grandpa pig we follow the main road and look out for windy,windy castle,00:02:38.750,00:03:09.690,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.94,76
114, castle as I thought is that a castle yes it's windy castle come on pepper and her family have arrived at windy castle wow it's so tall let's go inside the view from the top is fantastic look at the view for me is that ready grandpa's house yes it is it's so far away let's take a look through the telescope,windy castle,00:03:10.380,00:03:55.049,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,44.669,62
115, can I look fast please yes but you must let George look next ah the telescope makes everything look bigger I can see granny and Grandpa look George Thank You papa egg George is waving at granny and Grandpa silly George groaning grandpa are too far away to see you waving I know we can ring them hello grandpa pig we can see you from windy castle wave at us granny and Grandpa,windy castle,00:03:57.870,00:04:36.060,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.19,73
116, I'm Peppa Pig this is my little brother this is mommy pig at this study my cousin Klepper and George are playing in the gun to me George you threw the ball too hard George so the rules say I wear oh now it's my turn I win again Peppa George today your big cousin Chloe is coming to visit hey cousin Chloe George Chloe's a big girl like me so don't be sad if she finds you too little,my cousin chloe,00:00:02.700,00:00:50.129,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.429,80
117, to play with oh I'm sure Chloe will play with both of you Chloe's here auntie peg has brought Chloe to spend the day at this house Chloe is peppering George's cousin Chloe is a bit older than peppa and George huh hello Chloe hello Peppa hello George see you later do you want to play a game yes let's play catch Peppa loves playing catch do you still,my cousin chloe,00:00:51.120,00:01:19.920,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.8,69
118, play catch that's a game for little oh we only play catch because George likes it okay let's play it for George do play it with the proper rules or the baby rules proper roles I'll start Peppa you're it catch me if you can Peppa is it she has to chase Chloe and George can't catch me sure I'm going to easily catch you so little that's not,my cousin chloe,00:01:20.430,00:01:53.220,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.79,69
119, you're helping George that's because he's little do you want me to help you no I don't need help I believe girl liked you come on then pepper try and capture any day and we play something else okay I know a really good game for big it's called Sly Fox Sly Fox I want to play Fox what is it one person is the Sly Fox and the others creeped up on,my cousin chloe,00:01:54.630,00:02:32.910,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.28,73
120, them maybe I want to be the Sly Fox sure it's the Sly Fox while her back is turned the others creep up on her budget pepper turns and see someone move they have to go back to the start Georgia so you move back to the start got you I win you move before I was ready the rules say I can move when I like don't they George now it's Chloe's turn to be the Sly Fox,my cousin chloe,00:02:33.330,00:03:03.060,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,29.73,79
121, peppa and George must stay very still ah pepper I saw you move back to the start it's not fair you look too long the rules say I can look as long as I want back to the start George is the winner can we play a different game yes but as long as it's a grown-up game I know let's play my favorite game it's very grown-up George do you know what Peppa's favorite game,my cousin chloe,00:03:07.230,00:03:41.280,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.05,76
122, is Peppa's favorite game is jumping up and down in a puddle George if you jump in puddles you must wear your boots I've brought some boots for you too khloe's I too grown up to jump in muddy oh so alive George loves jumping in muddy puddles secretly pepper would love to jump in the puddle but she wants to look grown-up I hear there's some puddle jumping going,my cousin chloe,00:03:42.920,00:04:13.050,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.13,70
123, mummy pig and Daddy pig love jumping in it does look fun yes maybe there's a rule that says big girls can jump in muddy puddles yes that's a good Peppa and Chloe love jumping up and down in muddy puddles everyone loves jumping up and down in muddy puddles even grown-up,my cousin chloe,00:04:14.440,00:04:42.550,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.11,52
124, Oh Peppa Pig this is my little brother George this is Bobby pig daddy it is tea time and mummy pig has a surprise for Oh today is a day for pancakes pancakes delicious I love pancakes everyone loves pancakes I'm the expert at flipping the pancakes over leave that to me are you sure daddy pig last time you got a bit grumpy when you drop the pancake on the floor I did not get,pancakes,00:00:02.060,00:00:51.390,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,49.33,76
125, grumpy oh there was a problem with the frying pan mommy can we help make the pancakes please yes you can help me make the batter first I put some flour in the bowl oh now I add an egg now the milk and I give it all a stir Oh mommy can i stir yes of course Peppa Peppa loves stirring George wants to stir as well no George like this okay that's enough stirring,pancakes,00:00:52.170,00:01:38.579,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,46.409,76
126, you to sit at the table while I cook the mummy pig is going to flip the pancake over you could flip it higher mummy pig you can show us how when you flip your own pancake daddy pig this first pancake is for George Emmy Pig pause a little syrup on George's pancake delicious this pancake is for Peppa you could flip it high our mummy pig you will get a chance to show me,pancakes,00:01:39.630,00:02:26.160,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,46.53,76
127, when you flip your own pancake daddy pig oh please this pancake is for mummy pig you still aren't flipping them high enough mummy pig Oh the next pancake is yours daddy pig so now you can show us how it should be done mmm delicious hmm is everyone watching the secret of making a good pancake is to flip it high into the air a one two three ha,pancakes,00:02:26.610,00:03:14.510,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.9,70
128, silly daddy oh maybe that was just a bit too high oh what a shame that was the last pancake it should be a simple matter to get it down oh dear daddy pig cannot reach his pancake don't worry daddy pig I think I know a way to get it down let's go upstairs children what is mummy pig planning to do on the count of three we all have to start jumping up and down one two three jump,pancakes,00:03:20.459,00:03:55.079,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.62,81
129, what Carly Julian it worked now daddy pig has his pancake daddy has a pancake on his head syrup on your pancakes daddy pig yes please one two three rupiah hmmm,pancakes,00:04:01.670,00:04:32.020,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.35,31
130, I'm Peppa Pig this is my little brother this is mommy pig and this is daddy pig best friend pepper is waiting for her best friend Suzy sheep hello Suzy hello Peppa Suzy sheep has come to play with Peppa Peppa loves Suzy Suzy loves Peppa they are best friends why don't you and Suzy go and play in your bedroom oh yes Barbie George wants to play too peppa and Suzy loves playing in pepper's,best friend,00:00:02.610,00:01:12.430,https://www.youtube.com/watch?v=-qjzaeBNNOs&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,69.82,76
131, bedroom so does George know George this game is just for big girls oh don't play with your own toys peppa and Suzy want to play on their own I'm a tiny little fairy princess I'm going to wave my magic wand and turn you into a frog George doesn't like playing on his own George wants to play - no George I plan with Suzy you have to play somewhere else George wants to play with pepper he,best friend,00:01:16.170,00:02:12.350,https://www.youtube.com/watch?v=-qjzaeBNNOs&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,56.18,79
