,doc_id,youtube_video_id,start_time_sec,end_time_sec,transcription,title,start_time,end_time,url,total_time,total_words
86,87,8t1WdjVZbiE,214.58,242.87,try garden yes garden say mister dinosaur mister dinosaur hard mister dinosaur teddy  love throw mister dinosaur wonder time throw mister,mr dinosaur is lost,00:03:34.580,00:04:02.870,https://www.youtube.com/watch?v=8t1WdjVZbiE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.29,21
87,88,8t1WdjVZbiE,243.53,275.78,dinosaur bit high  really good detective  happy mister dinosaur maybe good idea play dinosaurs near tree,mr dinosaur is lost,00:04:03.530,00:04:35.780,https://www.youtube.com/watch?v=8t1WdjVZbiE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.25,16
88,89,IoKPhv_x00A,2.7,39.87,pig little brother school fete today day school fete  love come fete  friend  sheep  dog  rabbit  pony hello love school fete like best,the school fete,00:00:02.700,00:00:39.870,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.17,23
89,90,IoKPhv_x00A,41.94,70.049,face paint like balloon like bouncy castle good like good choice  later pop pop pop later  like good dine dear dinosaur fete  maybe,the school fete,00:00:41.940,00:01:10.049,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.109,23
90,91,IoKPhv_x00A,70.439,96.479,dinosaur balloon sure dinosaur balloon daddy certain control face paint course teeny miss rabbit paint  friend  look like tiger thank miss rabbit like,the school fete,00:01:10.439,00:01:36.479,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.04,23
91,92,IoKPhv_x00A,97.29,122.159,face  pussycat tiger  like face paint yes elephant dear know elephant tigers yes tiger  tiger tiger,the school fete,00:01:37.290,00:02:02.159,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.869,16
92,93,IoKPhv_x00A,123.32,150.56, like dine girl dinosaur tiger instead good tiger yeah tiger say woof woof know tiger big cat yeah cat patti teach,the school fete,00:02:03.320,00:02:30.560,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.24,21
93,94,IoKPhv_x00A,151.04,185.15,tiger okay tigers creep slowly tigers like lick clean dog happy hello child goodness tigers teach proper tiger,the school fete,00:02:31.040,00:03:05.150,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.11,18
94,95,IoKPhv_x00A,187.85,211.61,little tigers want right  dinosaur balloon let balloon hello madame  like balloon certainly lot different gravan elephant balloon,the school fete,00:03:07.850,00:03:31.610,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.76,18
95,96,IoKPhv_x00A,213.11,241.85,come kangaroo allow monkey perfect yes important need dinosaur balloon  dear dinosaur balloon gosh idea long balloon,the school fete,00:03:33.110,00:04:01.850,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.74,17
96,97,IoKPhv_x00A,243.4,269.09,watch everybody daddy pig balloon yeah guess kangaroo dream sure right dinosaur daddy pig make balloon dinosaur sure,the school fete,00:04:03.400,00:04:29.090,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.69,18
97,98,IoKPhv_x00A,269.69,279.71,bouncy castle  love bounce bouncy castle love bounce bouncy,the school fete,00:04:29.690,00:04:39.710,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,10.02,9
98,99,QSXi7rSrfN8,2.7,38.91, pig little brother pig mummy pig birthday today mummy pig birthday daddy pig make mummy pig breakfast bed happy birthday mummy pig   make mummy pig birthday card happy birthday mummy lovely birthday,mummy pig's birthday,00:00:02.700,00:00:38.910,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.21,32
99,100,QSXi7rSrfN8,40.14,65.939,surprise surprise come enjoy birthday breakfast time yummy quick ready daddy pig make birthday cake mummy pig candle come mummy pig finish birthday,mummy pig's birthday,00:00:40.140,00:01:05.939,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.799,23
100,101,QSXi7rSrfN8,66.81,90.329,breakfast mummy come ready mummy come secret come mummy pig relax sitting room sound nice,mummy pig's birthday,00:01:06.810,00:01:30.329,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.519,15
101,102,QSXi7rSrfN8,90.54,116.1,birthday okay  think know sit room nice magazine thank  hear pretty music thank  need number candle mummys age dear nearly,mummy pig's birthday,00:01:30.540,00:01:56.100,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.56,20
102,103,QSXi7rSrfN8,116.82,139.62,candle daddy old mummy whisper really old know think candle fine mummy pig birthday cake ready decoration sit room,mummy pig's birthday,00:01:56.820,00:02:19.620,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.8,19
103,104,QSXi7rSrfN8,143.86,166.78,little bored mummy nice walk car choice nope goodbye mummy lovely walk safe come forget hard work birthday daddy pig ,mummy pig's birthday,00:02:23.860,00:02:46.780,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.92,20
104,105,QSXi7rSrfN8,167.29,201.269, decorate city granny pig  pig arrive mummy pig birthday happy birthday mummy pig come inside come daddy pig   secret thing lovely later bye mummy,mummy pig's birthday,00:02:47.290,00:03:21.269,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,33.979,24
105,106,QSXi7rSrfN8,202.959,233.049,like come inside love close eye eye place mummy open eye lovely surprise blow candle make wish mummy mummy open present,mummy pig's birthday,00:03:22.959,00:03:53.049,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.09,21
106,107,QSXi7rSrfN8,233.349,265.32,guess idea open beautiful dress beautiful mummy need nice wear ticket theater tonight thank mummy pig love theater granny pig,mummy pig's birthday,00:03:53.349,00:04:25.320,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,31.971,20
107,108,QSXi7rSrfN8,265.919,276.78,babysit little super birthday lucky mummy world beautiful,mummy pig's birthday,00:04:25.919,00:04:36.780,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,10.861,8
108,109,LertHmE-LTA,2.7,54.11, pig little brother mummy pig daddy tooth fairy   favorite theme spaghetti lot noise finish bit quiet tooth wait hm,the tooth fairy,00:00:02.700,00:00:54.110,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,51.41,19
109,110,LertHmE-LTA,55.98,79.68,papa maybe look mirror tooth fall worry  milk tooth mean fall grab mummy yes  mean tooth fairy pay visit,the tooth fairy,00:00:55.980,00:01:19.680,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.7,19
110,111,LertHmE-LTA,80.7,105.14,tooth fairy yes tooth fairy tooth pillow tonight tooth fairy come tooth fairy tooth place leave shiny coin grow want tooth fairy,the tooth fairy,00:01:20.700,00:01:45.140,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.44,22
111,112,LertHmE-LTA,106.689,132.92,like grow  green sure yeah dinosaur quick  time super bed   brush tooth brush buy nice like,the tooth fairy,00:01:46.689,00:02:12.920,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.231,16
112,113,LertHmE-LTA,133.31,162.109,tooth fairy wait bed  tooth pillow tooth fairy good night   good night mummy good night daddy good night little piggy  sleep let stay,the tooth fairy,00:02:13.310,00:02:42.109,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.799,23
113,114,LertHmE-LTA,162.799,199.19,awake night tooth fairy tooth fairy late tooth fairy long time tooth fairy noise tooth fairy  hear noise  tired,the tooth fairy,00:02:42.799,00:03:19.190,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.391,19
114,115,LertHmE-LTA,199.7,229.53,fall asleep  good stay awake stay awake tooth fairy look good tooth fairy arrive  asleep hello like coin return tooth,the tooth fairy,00:03:19.700,00:03:49.530,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,29.83,20
115,116,LertHmE-LTA,234.08,271.83,nice clean tooth thank good night   wake asleep tooth fairy come let look pillow look  tooth fairy leave coin fall asleep maybe fall,the tooth fairy,00:03:54.080,00:04:31.830,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.75,23
116,117,LertHmE-LTA,272.28,279.12,asleep little bit time stay awake tooth fairy,the tooth fairy,00:04:32.280,00:04:39.120,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,6.84,8
117,118,mIsBlZoWhWY,2.7,45.25, pig little brother mummy pig daddy new car day  family drive red car shall roof yes   love car everybody ready ready let,the new car,00:00:02.700,00:00:45.250,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,42.55,22
118,119,mIsBlZoWhWY,52.579,80.509,love love dear car sound wrong daddy know let granddad dogs garage fix good idea,the new car,00:00:52.579,00:01:20.509,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.93,15
119,120,mIsBlZoWhWY,81.2,110.99,mummy granddad dog run garage good mend car dear daddy pig car sound fix granddad dog yes day want drive car,the new car,00:01:21.200,00:01:50.990,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,29.79,21
120,121,mIsBlZoWhWY,111.62,134.78,worry borrow new car fix rent dog like roof yes press red button clever car come fix car thank granddad dog good bye bye,the new car,00:01:51.620,00:02:14.780,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.16,24
121,122,mIsBlZoWhWY,136.1,166.94,bye bye good bye  family like new blue car button new car green button daddy let magic window daddy make magic window blue button know let,the new car,00:02:16.100,00:02:46.940,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.84,26
122,123,mIsBlZoWhWY,175.88,203.64,love new car  borrow today think rain yes roof button close roof silly button,the new car,00:02:55.880,00:03:23.640,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.76,14
123,124,mIsBlZoWhWY,206.58,236.58,new car squirt daddy pig water button oop button daddy pig forget button close roof think car like let try make stop rain open roof,the new car,00:03:26.580,00:03:56.580,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.0,25
124,125,mIsBlZoWhWY,237.63,274.78,yes button red dog fix car car fix thank granddad dog change thank daddy pig good bye good bye bye bye bye good old car like new car like old car,the new car,00:03:57.630,00:04:34.780,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.15,31
125,126,mIsBlZoWhWY,275.62,279.25,better think old car like,the new car,00:04:35.620,00:04:39.250,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,3.63,5
126,127,mq_qgmErf3Y,2.7,37.77, pig little brother mummy big treasure hunt granny pig  pig make treasure hunt   granny pig draw treasure map  pig bury treasure secret place garden rumple pig,treasure hunt,00:00:02.700,00:00:37.770,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.07,26
127,128,mq_qgmErf3Y,38.94,66.57,finish   soon need panic granny pig  family quick  pig  pig finish time hello little,treasure hunt,00:00:38.940,00:01:06.570,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.63,14
128,129,mq_qgmErf3Y,68.34,95.85, pig pig thou hot   make treasure hunt garden bury treasure treasure look treasure map   wear pirate hat captain,treasure hunt,00:01:08.340,00:01:35.850,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.51,18
129,130,mq_qgmErf3Y,99.409,122.909, map bit difficult daddy help course  good map yeah bit difficult daddy pig hold map upside yes think easy red cross treasure,treasure hunt,00:01:39.409,00:02:02.909,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.5,22
130,131,mq_qgmErf3Y,124.02,146.7,garden apple tree know like clue yes clue bottle bottle  clue,treasure hunt,00:02:04.020,00:02:26.700,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.68,11
131,132,mq_qgmErf3Y,147.9,170.39,message bottle look bottle  let message say message pirate honey meet pirate message pirate bad handwriting pirates handwriting excellent,treasure hunt,00:02:27.900,00:02:50.390,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.49,19
132,133,mq_qgmErf3Y,171.42,196.29,make pirate clearly write follow arrow follow  second glue stick shape arrow look point way   follow arrow  cheese ,treasure hunt,00:02:51.420,00:03:16.290,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.87,18
133,134,mq_qgmErf3Y,196.59,221.19,clue key  treasure chest unlock clue maybe look map look  map apple tree apple tree apple tree,treasure hunt,00:03:16.590,00:03:41.190,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.6,17
134,135,mq_qgmErf3Y,221.82,256.59,treasure let look dear hang treasure key open believe gold coin worth fortune,treasure hunt,00:03:41.820,00:04:16.590,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.77,13
135,136,mq_qgmErf3Y,257.19,276.09,gold coin chocolate coin chocolate coin everybody   love chocolate coin love chocolate coin granny  good treasure,treasure hunt,00:04:17.190,00:04:36.090,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,18.9,16
136,137,0jaQ6JLQaYg,2.449,45.57,big little brother  big mummy pig daddy pig make breakfast   breakfast ready  red spot face mummy feel good dear  look worry,not very well,00:00:02.449,00:00:45.570,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,43.121,21
137,138,0jaQ6JLQaYg,46.41,71.64,ring doctor brown bear doctor brown bear speak  face cover red spot  bed come straight round doctor brown bear come make  hello  today,not very well,00:00:46.410,00:01:11.640,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.23,23
138,139,0jaQ6JLQaYg,72.81,93.659,stick tongue  rash bloody medicine rash clear quickly like little medicine yes afraid taste nice open wide,not very well,00:01:12.810,00:01:33.659,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,20.849,17
139,140,0jaQ6JLQaYg,97.49,119.759,yeah disgusting brave little  stay bed later check  visitor yes visitor rash catch goodbye goodbye doctor brown burn okay,not very well,00:01:37.490,00:01:59.759,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.269,19
140,141,0jaQ6JLQaYg,120.18,143.97,doctor brown bear say stay bed little bit  boring doctor brown bed say visitor visit  sheep  good friend ring  sheeps mummy man hello madame pig  talk ,not very well,00:02:00.180,00:02:23.970,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.79,26
141,142,0jaQ6JLQaYg,145.52,170.28,hello  hello  red spot face doctor bean yes doctor brown bear say brave really ill yes yes pretend stay bed doctor brown bear let babysit,not very well,00:02:25.520,00:02:50.280,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.76,25
142,143,0jaQ6JLQaYg,171.18,197.76,taste really horrible come willa nurse outfit  sheep come   wear nurse costume  dog  rabbit come hello  hello feel,not very well,00:02:51.180,00:03:17.760,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.58,18
143,144,0jaQ6JLQaYg,198.39,224.489, say pet make better good orange juice okay  quite enjoy thank  feel better little bit daddy ask mummy,not very well,00:03:18.390,00:03:44.489,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.099,18
144,145,0jaQ6JLQaYg,224.97,246.12,ice tree  bring flower garden doctor brown bear good nurse patient real nurse pretend like look,not very well,00:03:44.970,00:04:06.120,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.15,16
145,146,0jaQ6JLQaYg,246.739,269.449,yes say red completely matter die bit feel vicar stand bed little bit fancy game ball garden want join complete recovery,not very well,00:04:06.739,00:04:34.650,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.911,21
146,147,_-diBexRvk0,2.7,42.26, pig little brother mummy pig daddy heather  excited today snow outside mummy play snow yes cold outside wrap warm forget wear hat,snow,00:00:02.700,00:00:42.260,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,39.56,22
147,148,_-diBexRvk0,42.98,94.49,scarf glove cold outside   wear hat scarf glove come   make footprint snow  jordan love make footprint snow dear funny  let play,snow,00:00:42.980,00:01:34.490,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,51.51,21
148,149,_-diBexRvk0,99.49,163.25,snowball  make snowball jojje lot fun  dear maybe game little rough sorry   let build snow bat  georgia make snowman make body  snowman,snow,00:01:39.490,00:02:43.250,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,63.76,22
149,150,_-diBexRvk0,165.1,197.27,body make snowman head need arm eye mouth  stick snowman arm  stone snowman eye mouth face snowman need  carrot make,snow,00:02:45.100,00:03:17.270,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.17,20
150,151,_-diBexRvk0,197.99,224.53,snowman nose pop snowman look happy maybe bit cold snowman need clothe warm  clothe snowman nice warm snowman wear hat scarf,snow,00:03:17.990,00:03:44.530,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.54,21
151,152,_-diBexRvk0,226.51,254.3,glove mummy daddy come look mummy pig wear hat scarf glove good snowman new daddy pig look quite cold wear hat scarf glove choo daddy wear,snow,00:03:46.510,00:04:14.300,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.79,26
152,153,_-diBexRvk0,254.99,269.63,hat scarf glove know think know daddy hat scarf glove daddy pig hat scarf glove snowman,snow,00:04:14.990,00:04:29.630,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,14.64,16
153,154,A5iZqRKyWNI,2.7,36.329,big little brother big family day   today windy castle wiki castle daddy castle high hill  like castle windy castle sound like,windy castle,00:00:02.700,00:00:36.329,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,33.629,21
154,155,A5iZqRKyWNI,37.02,55.53,boring thing boy  love great view windy castle granny  house let map reid mummy pig drive sure daddy pig map read lose,windy castle,00:00:37.020,00:00:55.530,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,18.51,22
155,156,A5iZqRKyWNI,55.86,83.729,grumpy lose grumpy windy castle really quite like play game yes let play spy okay daddy pig secretly look,windy castle,00:00:55.860,00:01:23.729,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.869,19
156,157,A5iZqRKyWNI,84.18,116.49,guess spy little eye color red red dress right red car spy little eye blue  blue shirt nope car yes,windy castle,00:01:24.180,00:01:56.490,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.31,20
157,158,A5iZqRKyWNI,117.39,140.94,sky blue sky win daddy pig know know exactly road look map daddy pig lose windy castle,windy castle,00:01:57.390,00:02:20.940,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.55,17
158,159,A5iZqRKyWNI,142.22,164.1,moment know ring granny  need ring granny  windy castle day day hello  pig speak  pig bit lost way windy,windy castle,00:02:22.220,00:02:44.100,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.88,19
159,160,A5iZqRKyWNI,166.13,187.92,daddy pig map read yes daddy pig map reading bit grumpy moment grumpy good route main road windy castle ahead thank  pig follow,windy castle,00:02:46.130,00:03:07.920,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.79,23
160,161,A5iZqRKyWNI,188.37,216.06,main road look windy castle think castle yes windy castle come  family arrive windy castle tall let inside view,windy castle,00:03:08.370,00:03:36.060,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.69,19
161,162,A5iZqRKyWNI,223.129,246.09,fantastic look view ready  house yes far away let look telescope look fast yes let  look telescope make look big,windy castle,00:03:43.129,00:04:06.090,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.961,20
162,163,A5iZqRKyWNI,246.78,276.06,granny  look  thank papa egg  wave granny  silly  groaning  far away wave know ring hello  pig windy castle wave granny ,windy castle,00:04:06.780,00:04:36.060,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,29.28,20
163,164,GNFG2hFKakA,2.7,40.23, pig little brother mummy pig study cousin klepper  play gun  throw ball hard  rule say wear turn win   today big cousin ,my cousin chloe,00:00:02.700,00:00:40.230,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.53,21
164,165,GNFG2hFKakA,40.92,62.85,come visit cousin    big girl like sad little play sure  play   pig bring  spend day house  ,my cousin chloe,00:00:40.920,00:01:02.850,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.93,16
165,166,GNFG2hFKakA,63.75,82.08, cousin  bit old   hello  hello  hello  later want play game yes let play catch  love play catch play catch game little,my cousin chloe,00:01:03.750,00:01:22.080,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,18.33,21
166,167,GNFG2hFKakA,83.54,104.25,play catch  like okay let play  play proper rule baby rule proper role start  catch  chase ,my cousin chloe,00:01:23.540,00:01:44.250,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,20.71,16
167,168,GNFG2hFKakA,104.729,125.189, catch sure easily catch little help  little want help need help believe girl like come  try capture,my cousin chloe,00:01:44.729,00:02:05.189,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,20.46,17
168,169,GNFG2hFKakA,133.29,158.97,day play okay know really good game big sly fox sly fox want play fox person sly fox creep maybe want sly fox sure sly fox,my cousin chloe,00:02:13.290,00:02:38.970,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.68,26
169,170,GNFG2hFKakA,159.33,179.37,turn creep budget  turn start georgia start win ready rule say like ,my cousin chloe,00:02:39.330,00:02:59.370,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,20.04,12
170,171,GNFG2hFKakA,181.59,209.04, turn sly fox   stay  start fair look long rule say look long want start  winner play,my cousin chloe,00:03:01.590,00:03:29.040,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.45,16
171,172,GNFG2hFKakA,209.31,231.59,different game yes long grow game know let play favorite game grow  know  favorite game  favorite game jump puddle  jump puddle wear boot,my cousin chloe,00:03:29.310,00:03:51.590,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.28,23
172,173,GNFG2hFKakA,233.1,253.05,bring boot khloe grow jump muddy alive  love jump muddy puddle secretly  love jump puddle want look grow hear puddle jumping,my cousin chloe,00:03:53.100,00:04:13.050,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,19.95,21
