,doc_id,youtube_video_id,start_time_sec,end_time_sec,transcription,title,start_time,end_time,url,total_time,total_words
88,89,IoKPhv_x00A,2.7,39.87,pig little brother school fete today day school fete  love come fete  friend  sheep  dog  rabbit  pony hello love school fete like,the school fete,00:02.7,00:39.9,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.17,22
89,90,IoKPhv_x00A,41.94,70.049,face paint like balloon like bouncy castle like good choice  good late pop pop pop late  like dine dear dinosaur fete  maybe,the school fete,00:41.9,01:10.0,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.109,22
90,91,IoKPhv_x00A,70.439,96.479,dinosaur balloon sure dinosaur balloon daddy certain control face paint course teeny miss rabbit paint  friend  look like tiger thank miss rabbit like,the school fete,01:10.4,01:36.5,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.04,23
91,92,IoKPhv_x00A,97.29,122.159,face  pussycat tiger  like face paint yes elephant dear know elephant tigers yes tiger  tiger tiger,the school fete,01:37.3,02:02.2,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.869,16
92,93,IoKPhv_x00A,123.32,150.56, like dine girl dinosaur tiger instead good tiger yes tigers say woof woof know tigers big cat yes cat patti teach,the school fete,02:03.3,02:30.6,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.24,21
93,94,IoKPhv_x00A,151.04,185.15,tigers okay tigers creep slowly tigers like lick clean dog happy hello child goodness tigers teach proper tigers,the school fete,02:31.0,03:05.2,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.11,18
94,95,IoKPhv_x00A,187.85,211.61,little tigers want right  dinosaur balloon let balloon hello madame  like balloon certainly lot different gravan elephant balloon,the school fete,03:07.9,03:31.6,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.76,18
95,96,IoKPhv_x00A,213.11,241.85,come kangaroo allow monkey perfect yes important need dinosaur balloon  dear dinosaur balloon gosh idea long balloon,the school fete,03:33.1,04:01.8,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.74,17
96,97,IoKPhv_x00A,243.4,269.09,watch everybody daddy pig balloon yes guess kangaroo dream sure right dinosaur daddy pig make balloon dinosaur sure,the school fete,04:03.4,04:29.1,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.69,18
97,98,IoKPhv_x00A,269.69,279.71,bouncy castle  love bounce bouncy castle love bounce bouncy,the school fete,04:29.7,04:39.7,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,10.02,9
98,99,QSXi7rSrfN8,2.7,38.91, pig little brother pig mummy pig birthday today mummy pig birthday daddy pig make mummy pig breakfast bed happy birthday mummy pig   make mummy pig birthday card happy birthday mummy lovely birthday,mummy pig's birthday,00:02.7,00:38.9,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.21,32
99,100,QSXi7rSrfN8,40.14,65.939,surprise surprise come enjoy birthday breakfast time yummy quick ready daddy pig make birthday cake mummy pig candle come mummy pig finish birthday,mummy pig's birthday,00:40.1,01:05.9,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.799,23
100,101,QSXi7rSrfN8,66.81,90.329,breakfast mummy come ready mummy come secret come mummy pig relax sit room sound nice good,mummy pig's birthday,01:06.8,01:30.3,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.519,16
101,102,QSXi7rSrfN8,90.54,116.1,birthday okay  think know sit room nice magazine thank  hear pretty music thank  need numb candle mummys age dear nearly,mummy pig's birthday,01:30.5,01:56.1,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.56,20
102,103,QSXi7rSrfN8,116.82,139.62,candle daddy old mummy whisper really old know think candle fine mummy pig birthday cake ready decoration sit room,mummy pig's birthday,01:56.8,02:19.6,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.8,19
103,104,QSXi7rSrfN8,143.86,166.78,little bore mummy nice walk car choice goodbye mummy lovely walk safe come forget hard work birthday daddy pig ,mummy pig's birthday,02:23.9,02:46.8,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.92,19
104,105,QSXi7rSrfN8,167.29,201.269, decorate city granny pig  pig arrive mummy pig birthday happy birthday mummy pig come inside come daddy pig   secret thing lovely late bye mummy,mummy pig's birthday,02:47.3,03:21.3,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,33.979,24
105,106,QSXi7rSrfN8,202.959,233.049,like come inside love close eye eye place mummy open eye lovely surprise blow candle make wish mummy mummy open present,mummy pig's birthday,03:23.0,03:53.0,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.09,21
106,107,QSXi7rSrfN8,233.349,265.32,guess idea open beautiful dress beautiful mummy need nice wear ticket theater tonight thank mummy pig love theater granny pig,mummy pig's birthday,03:53.3,04:25.3,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,31.971,20
107,108,QSXi7rSrfN8,265.919,276.78,babysit little super birthday lucky mummy world beautiful,mummy pig's birthday,04:25.9,04:36.8,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,10.861,8
108,109,LertHmE-LTA,2.7,54.11, pig little brother mummy pig daddy tooth fairy   favorite theme spaghetti lot noise finish bite quiet tooth wait hm,the tooth fairy,00:02.7,00:54.1,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,51.41,19
109,110,LertHmE-LTA,55.98,79.68,papa maybe look mirror tooth fall worry  milk tooth mean fall good grab mummy yes  mean tooth fairy pay visit,the tooth fairy,00:56.0,01:19.7,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.7,20
110,111,LertHmE-LTA,80.7,105.14,tooth fairy yes tooth fairy tooth pillow tonight tooth fairy come tooth fairy tooth place leave shiny coin grow want tooth fairy,the tooth fairy,01:20.7,01:45.1,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.44,22
111,112,LertHmE-LTA,106.689,132.92,like grow  green sure yes dinosaur quick  time super bed   brush tooth good brush buy nice like,the tooth fairy,01:46.7,02:12.9,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.231,17
112,113,LertHmE-LTA,133.31,162.109,tooth fairy wait bed  putt tooth pillow tooth fairy good night   good night mummy good night daddy good night little piggy  sleep let stay,the tooth fairy,02:13.3,02:42.1,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.799,24
113,114,LertHmE-LTA,162.799,199.19,awake night tooth fairy tooth fairy late tooth fairy long time tooth fairy noise tooth fairy  hear noise  tire,the tooth fairy,02:42.8,03:19.2,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.391,19
114,115,LertHmE-LTA,199.7,229.53,fall asleep  good stay awake stay awake tooth fairy look good tooth fairy arrive  asleep hello like coin return tooth,the tooth fairy,03:19.7,03:49.5,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,29.83,20
115,116,LertHmE-LTA,234.08,271.83,nice clean tooth thank good night   wake asleep tooth fairy come let look pillow look  tooth fairy leave coin fall asleep good maybe fall,the tooth fairy,03:54.1,04:31.8,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.75,24
116,117,LertHmE-LTA,272.28,279.12,asleep little bite time stay awake tooth fairy,the tooth fairy,04:32.3,04:39.1,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,6.84,8
117,118,mIsBlZoWhWY,2.7,45.25, pig little brother mummy pig daddy new car day  family drive red car shall roof yes   love car everybody ready ready let,the new car,00:02.7,00:45.2,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,42.55,22
118,119,mIsBlZoWhWY,52.579,80.509,love love dear car sound good wrong daddy know let granddad dog garage fix good idea,the new car,00:52.6,01:20.5,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.93,16
119,120,mIsBlZoWhWY,81.2,110.99,mummy granddad dog run garage good mend car dear daddy pig car doe sound good fix granddad dog yes day want drive car,the new car,01:21.2,01:51.0,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,29.79,23
120,121,mIsBlZoWhWY,111.62,134.78,worry borrow new car fix rend dog like roof yes press red button clever car come fix car thank granddad dog good bye bye,the new car,01:51.6,02:14.8,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.16,24
121,122,mIsBlZoWhWY,136.1,166.94,bye bye good bye  family like new blue car button new car doe green button daddy let magic window daddy make magic window doe blue button know let,the new car,02:16.1,02:46.9,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.84,28
122,123,mIsBlZoWhWY,175.88,203.64,love new car  borrow today think rain yes roof button close roof silly button,the new car,02:55.9,03:23.6,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.76,14
123,124,mIsBlZoWhWY,206.58,236.58,new car squirt daddy pig water button button daddy pig forget button close roof think car like let try make stop rain open roof,the new car,03:26.6,03:56.6,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30,24
124,125,mIsBlZoWhWY,237.63,274.78,yes button red dog fix car car fix thank granddad dog change thank daddy pig good bye good bye bye bye bye good old car like new car like old car think old car like,the new car,03:57.6,04:39.2,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,41.62,35
125,126,mq_qgmErf3Y,2.7,37.77, pig little brother mummy big treasure hunt granny pig  pig make treasure hunt   granny pig draw treasure map  pig bury treasure secret place garden rumple pig,treasure hunt,00:02.7,00:37.8,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.07,26
126,127,mq_qgmErf3Y,38.94,66.57,finish   soon need panic granny pig  family quick  pig  pig finish time hello little,treasure hunt,00:38.9,01:06.6,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.63,14
127,128,mq_qgmErf3Y,68.34,95.85, pig pig hello thou hot   make treasure hunt garden bury treasure treasure look treasure map   wear pirate hat hello captain,treasure hunt,01:08.3,01:35.9,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.51,20
128,129,mq_qgmErf3Y,99.409,122.909, map bite difficult daddy help course  good map yes bite difficult daddy pig hold map upside yes think easy red cross treasure,treasure hunt,01:39.4,02:02.9,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.5,22
129,130,mq_qgmErf3Y,124.02,146.7,garden apple tree know like clue yes clue bottle bottle  clue,treasure hunt,02:04.0,02:26.7,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.68,11
130,131,mq_qgmErf3Y,147.9,170.39,message bottle look bottle good  let message say message pirate honey meet pirate message pirate bad handwriting pirates handwriting excellent,treasure hunt,02:27.9,02:50.4,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.49,20
131,132,mq_qgmErf3Y,171.42,196.29,make pirate clearly write follow arrow follow  glue stick shape arrow look point way   follow arrow  cheese ,treasure hunt,02:51.4,03:16.3,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.87,17
132,133,mq_qgmErf3Y,196.59,221.19,clue key good  treasure chest unlock clue maybe look map look  map apple tree apple tree apple tree,treasure hunt,03:16.6,03:41.2,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.6,18
133,134,mq_qgmErf3Y,221.82,256.59,treasure let look dear hang treasure good key open believe gold coin worth fortune,treasure hunt,03:41.8,04:16.6,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.77,14
134,135,mq_qgmErf3Y,257.19,276.09,gold coin chocolate coin chocolate coin everybody   love chocolate coin love chocolate coin granny  treasure,treasure hunt,04:17.2,04:36.1,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,18.9,15
135,136,0jaQ6JLQaYg,2.449,45.57,big little brother  big good mummy pig daddy pig make breakfast   breakfast ready  red spot face mummy feel good good dear  look good worry,not very well,00:02.4,00:45.6,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,43.121,24
136,137,0jaQ6JLQaYg,46.41,71.64,ring doctor brown bear doctor brown bear speak  good face cover red spot  bed come straight round doctor brown bear come make  hello  today good,not very well,00:46.4,01:11.6,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.23,25
137,138,0jaQ6JLQaYg,72.81,93.659,stick tongue  rash bloody medicine rash clear quickly like little medicine yes afraid taste nice open wide,not very well,01:12.8,01:33.7,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,20.849,17
138,139,0jaQ6JLQaYg,97.49,119.759,yes disgust brave little good  stay bed late check  visitor yes visitor rash catch goodbye goodbye doctor brown burn okay,not very well,01:37.5,01:59.8,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.269,20
139,140,0jaQ6JLQaYg,120.18,143.97,doctor brown bear say stay bed little bite  bore doctor brown bed say visitor visit  sheep  friend ring  sheeps mummy man hello madame pig  talk ,not very well,02:00.2,02:24.0,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.79,25
140,141,0jaQ6JLQaYg,145.52,170.28,hello  hello  good red spot face doctor bean yes doctor brown bear say good brave really ill yes yes pretend stay bed doctor brown bear let babysit,not very well,02:25.5,02:50.3,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.76,27
141,142,0jaQ6JLQaYg,171.18,197.76,taste really horrible come willa nurse outfit  sheep come   wear nurse costume  dog  rabbit come hello  hello feel,not very well,02:51.2,03:17.8,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.58,18
142,143,0jaQ6JLQaYg,198.39,224.489,good  say pet make good orange juice okay  quite enjoy thank  feel little bite daddy ask mummy,not very well,03:18.4,03:44.5,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.099,17
143,144,0jaQ6JLQaYg,224.97,246.12,ice tree  bring flower garden doctor brown bear good nurse patient real nurse pretend like look,not very well,03:45.0,04:06.1,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.15,16
144,145,0jaQ6JLQaYg,246.739,269.449,yes say red completely matt die bite feel vicar stand bed little bite fancy game ball garden want join good complete recovery,not very well,04:06.7,04:34.6,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.911,22
145,146,_-diBexRvk0,2.7,42.26, pig little brother mummy pig daddy heather  excite today snow outside mummy play snow yes cold outside wrap warm forget wear hat,snow,00:02.7,00:42.3,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,39.56,22
146,147,_-diBexRvk0,42.98,94.49,scarf glove cold outside   wear hat scarf glove come   make footprint snow  jordan love make footprint snow dear funny  let play,snow,00:43.0,01:34.5,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,51.51,21
147,148,_-diBexRvk0,99.49,163.25,snowball  make snowball jojje lot fun  dear maybe game little rough sorry   let build snow bat  georgia make snowman make body  snowman,snow,01:39.5,02:43.3,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,63.76,22
148,149,_-diBexRvk0,165.1,197.27,body make snowman head need arm eye mouth  stick snowman arm  stone snowman eye mouth face snowman need  carrot make,snow,02:45.1,03:17.3,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.17,20
149,150,_-diBexRvk0,197.99,224.53,snowman nose pop snowman look happy maybe bite cold snowman need clothe warm  clothe snowman nice warm snowman wear hat scarf,snow,03:18.0,03:44.5,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.54,21
150,151,_-diBexRvk0,226.51,254.3,glove mummy daddy come look mummy pig wear hat scarf glove snowman new daddy pig look quite cold wear hat scarf glove choo daddy wear,snow,03:46.5,04:14.3,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.79,25
151,152,_-diBexRvk0,254.99,269.63,hat scarf glove know think know daddy hat scarf glove daddy pig hat scarf glove snowman,snow,04:15.0,04:29.6,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,14.64,16
152,153,A5iZqRKyWNI,2.7,36.329,big little brother big family day   today windy castle wiki castle daddy castle high hill  like castle windy castle sound like,windy castle,00:02.7,00:36.3,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,33.629,21
153,154,A5iZqRKyWNI,37.02,55.53,bore thing boy  love great view windy castle granny  house let map reid mummy pig drive sure daddy pig map read lose,windy castle,00:37.0,00:55.5,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,18.51,22
154,155,A5iZqRKyWNI,55.86,83.729,grumpy lose grumpy windy castle really quite like play game yes let play spy okay daddy pig secretly look,windy castle,00:55.9,01:23.7,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.869,19
155,156,A5iZqRKyWNI,84.18,116.49,guess spy little eye color red red dress right red car spy little eye blue  blue shirt car yes,windy castle,01:24.2,01:56.5,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.31,19
156,157,A5iZqRKyWNI,117.39,140.94,sky blue sky win daddy pig know know exactly road look map daddy pig lose windy castle,windy castle,01:57.4,02:20.9,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.55,17
157,158,A5iZqRKyWNI,142.22,164.1,moment know ring granny  need ring granny  windy castle day day hello  pig speak  pig bite lose way windy,windy castle,02:22.2,02:44.1,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.88,19
158,159,A5iZqRKyWNI,166.13,187.92,daddy pig map read yes daddy pig map read bite grumpy moment grumpy route main road windy castle ahead thank  pig follow,windy castle,02:46.1,03:07.9,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.79,22
159,160,A5iZqRKyWNI,188.37,216.06,main road look windy castle think castle yes windy castle come  family arrive windy castle tall let inside view,windy castle,03:08.4,03:36.1,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.69,19
160,161,A5iZqRKyWNI,223.129,246.09,fantastic look view ready  house yes far away let look telescope look fast yes let  look telescope make look big,windy castle,03:43.1,04:06.1,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.961,20
161,162,A5iZqRKyWNI,246.78,276.06,granny  look  thank papa egg  wave granny  silly  groan  far away wave know ring hello  pig windy castle wave granny ,windy castle,04:06.8,04:36.1,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,29.28,20
162,163,GNFG2hFKakA,2.7,40.23, pig little brother mummy pig study cousin klepper  play gun  throw ball hard  rule say wear turn win   today big cousin ,my cousin chloe,00:02.7,00:40.2,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.53,21
163,164,GNFG2hFKakA,40.92,62.85,come visit cousin    big girl like sad little play sure  play   pig bring  spend day house  ,my cousin chloe,00:40.9,01:02.9,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.93,16
164,165,GNFG2hFKakA,63.75,82.08, cousin  bite old   hello  hello  hello  late want play game yes let play catch  love play catch play catch game little,my cousin chloe,01:03.8,01:22.1,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,18.33,21
165,166,GNFG2hFKakA,83.54,104.25,play catch  like okay let play  play proper rule baby rule proper role start  catch  chase ,my cousin chloe,01:23.5,01:44.3,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,20.71,16
166,167,GNFG2hFKakA,104.729,125.189, catch sure easily catch little help  little want help need help believe girl like come  try capture,my cousin chloe,01:44.7,02:05.2,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,20.46,17
167,168,GNFG2hFKakA,133.29,158.97,day play okay know really good game big sly fox sly fox want play fox person sly fox creeped maybe want sly fox sure sly fox,my cousin chloe,02:13.3,02:39.0,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.68,26
168,169,GNFG2hFKakA,159.33,179.37,turn creep budget  turn start georgia start win ready rule say like ,my cousin chloe,02:39.3,02:59.4,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,20.04,12
169,170,GNFG2hFKakA,181.59,209.04, turn sly fox   stay  start fair look long rule say look long want start  winner play,my cousin chloe,03:01.6,03:29.0,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.45,16
170,171,GNFG2hFKakA,209.31,231.59,different game yes long grow game know let play favorite game grow  know  favorite game  favorite game jump puddle  jump puddle wear boot,my cousin chloe,03:29.3,03:51.6,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.28,23
171,172,GNFG2hFKakA,233.1,253.05,bring boot khloe grow jump muddy alive  love jump muddy puddle secretly  love jump puddle want look grow hear puddle jump,my cousin chloe,03:53.1,04:13.0,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,19.95,21
172,173,GNFG2hFKakA,254.44,280.84,mummy pig daddy pig love jump doe look fun yes maybe rule say big girl jump muddy puddle yes good   love jump muddy puddle love jump muddy puddle grow,my cousin chloe,04:14.4,04:42.5,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.11,29
173,174,hpBDNzokIdg,2.06,44.28, pig little brother  mummy pig daddy tea time mummy pig surprise today day pancake pancake delicious love pancake love pancake expert flip pancake leave,pancakes,00:02.1,00:44.3,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,42.22,24
174,175,hpBDNzokIdg,44.67,66.659,sure daddy pig time bite grumpy drop pancake floor grumpy problem fry pan mummy help make pancake yes help make batter flour,pancakes,00:44.7,01:06.7,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.989,22
175,176,hpBDNzokIdg,66.99,101.34,bowl add egg milk stir mummy stir yes course   love stir  want stir good  like okay stir sit table cook,pancakes,01:07.0,01:41.3,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.35,20
176,177,hpBDNzokIdg,111.84,136.83,mummy pig flip pancake flip high mummy pig flip pancake daddy pig pancake  emmy pig pause little syrup  pancake delicious pancake,pancakes,01:51.8,02:16.8,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.99,21
